file,question,answer
./data/hansung_data/hak_saK_information.txt,한성대학교 학생들이 졸업하기 위해 필요한 학점은 어떻게 되나요?,"한성대학교에서 졸업하기 위해서는 전공 78학점, 교양 31학점, 기타 21학점을 포함하여 총 130학점을 이수해야 합니다. 부전공을 이수할 경우 전공 99학점으로 총 151학점을 이수해야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 포인트는 어떻게 모을 수 있나요?,"교내 강연이나 프로그램 등에 참석하면 비교과 포인트를 받을 수 있습니다. 프로그램 참여 시 스마트자기관리시스템에서 신청할 수 있으며, 봉사활동이나 전시회 등 교외 활동을 통해서도 비교과 포인트를 받을 수 있습니다. 졸업 전까지 총 800포인트를 모아야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 대동제는 무엇인가요?,"한성대학교 대동제는 매년 봄 또는 가을에 진행되는 축제로, 낙산가요제, 영화제, 동아리공연 등의 행사를 포함합니다. 2019년에는 호텔외식경영학과 학생들이 직접 음식을 만들어 화제가 되기도 했습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 교내 카페테리아는 어디에 위치해 있나요?,"한성대학교에는 창의관 지하1층에 학생식당과 이마트24, 그리고 상상빌리지 지하1층에 CU가 위치해 있습니다. 또한 연구관 1층에 오뜨, 미래관 지하1층에 그라찌에, 상상관 2층에 팥고당이 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학적 변동은 어떻게 이루어지나요?,"학적 변동에는 일반휴학, 입대휴학, 모성보호휴학, 창업휴학 및 복학, 자퇴, 제적 등이 있습니다. 각각의 절차는 종합정보시스템에서 신청하거나 관련 서류를 학사운영팀에 제출하는 방식입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 기숙사 편의시설은 무엇이 있나요?,"한성대학교의 기숙사인 상상빌리지 지하에는 택배실, 편의점, 휴게실, 독서실, 세미나실, 취사실, 헬스장, 탁구장, 요가실, 라켓볼장, 세탁실 등의 편의시설이 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 설립자는 누구인가요?,한성대학교의 설립자는 우촌 김의형입니다.
./data/hansung_data/hak_saK_information.txt,1945년에 한성학원이 설립될 당시에 있던 초기 여학교는 무엇이었나요?,1945년에 설립될 당시 한성학원의 초기 여학교는 경성여자기예학교였습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교가 남녀공학으로 전환된 해는 언제인가요?,한성대학교는 1978년 1월 11일에 남녀공학으로 전환되었습니다.
./data/hansung_data/hak_saK_information.txt,"1993년 한성대학교가 정규 4년제 종합대학교로 승격될 때, 신설된 단과대학들은 어떤 것들이 있나요?","1993년 한성대학교가 정규 4년제 종합대학교로 승격될 때, 신설된 단과대학들은 인문대학, 사회과학대학, 예술대학, 이공대학입니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 캠퍼스가 이전된 해는 언제인가요?,한성대학교의 캠퍼스는 1986년에 이전되었습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교에서 2017년부터 시행된 학사제도는 무엇인가요?,한성대학교에서 2017년부터 시행된 학사제도는 트랙제입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 개교기념일은 언제인가요?,한성대학교의 개교기념일은 대학 설립일인 12월 21일이 아니라 한성학원 설립일인 10월 5일입니다.
./data/hansung_data/hak_saK_information.txt,"한성대학교의 비교과 포인트 제도는 무엇이며, 졸업을 위해 몇 포인트를 모아야 하나요?","한성대학교의 비교과 포인트 제도는 교과 외 비교과 활동 참여 시 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 2024학년도부터 적용되는 교양 이수체계는 어떻게 변경되었나요?,"한성대학교의 2024학년도부터 적용되는 교양 이수체계는 교양필수 13학점, 선택필수교양 15학점, 일반교양 3학점으로 최소 31학점 이상을 이수하도록 변경되었습니다."
./data/hansung_data/school_information.txt,한성대학교의 학생증 발급 장소와 재발급 수수료는 얼마인가요?,"학생증은 상상관 1층에 위치한 학생원스톱지원센터에서 발급받을 수 있으며, 재발급 수수료는 2000원입니다."
./data/hansung_data/school_information.txt,한성대학교의 기숙사 통행 제한 시간은 몇 시에서 몇 시까지인가요?,한성대학교 기숙사의 통행 제한 시간은 24:00에서 05:00까지입니다.
./data/hansung_data/school_information.txt,한성대학교의 스마트자기관리시스템을 통해 무엇을 할 수 있나요?,"스마트자기관리시스템을 통해 비교과 프로그램 참여 및 비교과 포인트 조회 등을 할 수 있으며, 졸업에 필요한 800포인트를 모아야 합니다."
./data/hansung_data/school_information.txt,한성대학교에서 이용 가능한 건강체육시설은 어디에 위치해 있나요?,"건강체육시설은 낙산관과 상상빌리지에 위치해 있으며, 체력단련실, 탁구장, 라켓볼장, 요가실, GX룸 등의 시설을 무료로 이용할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 종합정보시스템에서 사용할 수 있는 서비스는 무엇인가요?,"종합정보시스템에서는 개인 학적조회, 성적조회, 수업계획서 및 시간표 조회, 수강신청, 트랙신청, 휴학 및 복학신청, 수업평가 등의 서비스를 이용할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학술정보관에서 제공하는 무료 온라인 강의는 어떤 것들이 있나요?,"학술정보관에서 제공하는 무료 온라인 강의로는 토익 및 토플, 공인중개사, 주택관리사, 공무원, NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력, IT관련 자격증 강의 등이 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 각 트랙을 선택하는 시기와 방법은 어떻게 되나요?,"트랙은 1학년 때 여러 트랙전공을 체험한 후, 2학년 때 2개의 트랙을 선택하여 전공하게 됩니다. 제1트랙은 본인이 속한 학부 내에서 선택하고, 제2트랙은 계열에 상관없이 자유롭게 선택할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 상상관 12층에 위치한 시설은 무엇인가요?,"상상관 12층에는 야외전망대가 위치해 있으며, 성북구와 종로구 일대가 내려다보이는 전망을 즐길 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 크리에이티브인문예술대학에서 제공하는 트랙은 무엇인가요?,"크리에이티브인문예술대학에서 제공하는 트랙에는 영미문화콘텐츠트랙, 영미언어정보트랙, 한국어교육트랙, 역사문화큐레이션트랙, 역사콘텐츠트랙, 지식정보문화트랙, 디지털인문정보학트랙 등이 있습니다."
./data/hansung_data/school_information.txt,한성대학교 학술정보관에서 이용할 수 있는 주요 서비스는 무엇인가요?,"한성대학교 학술정보관에서는 소장 자료 조회 및 대출 예약, 열람실 좌석 예약 등을 할 수 있으며, RISS 등 여러 학술정보 사이트를 무료로 이용할 수 있습니다. 또한 각종 온라인 강의도 무료로 수강할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학생증 관련 특징은 무엇인가요?,"한성대학교의 학생증은 일반적인 대학들과 달리 체크카드 기능이 별도로 제공됩니다. 신입생들은 학기 초에 중소기업은행의 체크카드를 발급받으며, 모바일 학생증을 주로 사용하기 때문에 실물 학생증은 거의 사용되지 않습니다."
./data/hansung_data/school_information.txt,한성대학교에서 제공하는 장학금은 무엇이 있나요?,"한성대학교는 코로나19로 인해 비대면 수업을 실시하며 코로나 특별 장학금을 지급한 바 있습니다. 2020년 1학기 재학생과 신입생들에게 1인당 20만원을 지급하였으며, 이는 기부금과 학교 재원을 절약하여 만든 장학금입니다."
./data/hansung_data/school_information.txt,한성대학교의 체력단련실 운영시간은 어떻게 되나요?,"한성대학교의 체력단련실은 낙산관과 상상빌리지에 위치해 있으며, 학기 중에는 낙산관 4층에서 07:00-22:00, 방중에는 08:00-21:00까지 운영됩니다. 상상빌리지 지하 2층은 05:00-24:00까지 운영됩니다."
./data/hansung_data/school_information.txt,한성대학교의 기숙사 통행 금지 시간은 언제인가요?,한성대학교 기숙사의 통행 금지 시간은 24:00부터 05:00까지입니다. 이 시간에 기숙사를 출입하면 벌점이 부여됩니다.
./data/hansung_data/school_information.txt,한성대학교의 상상마당은 어디에 위치해 있나요?,"한성대학교의 상상마당은 캠퍼스 중심부인 상상관 앞에 위치해 있습니다. 잔디광장으로 벤치와 테이블, 파라솔, 버스킹존, 마라톤 트랙 등이 조성되어 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 트랙제도는 무엇인가요?,"한성대학교의 트랙제도는 1학년 때 여러 트랙 전공을 자유롭게 들어보고, 2학년 때 2개의 트랙을 선택하여 전공하는 시스템입니다. 성적이나 인원 제한, 계열 상관없이 제2트랙은 자유롭게 선택할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교에서 eclass는 어떤 용도로 사용되나요?,"eclass는 각 수업의 강의자료나 강의 영상 등이 올라오는 사이트로, 과제 안내 및 과제 제출도 이곳에서 이루어집니다. 모바일에서는 코스모스 어플을 통해 eclass와 연동할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 미래관 3층과 상상관 2층 사이에 무엇이 연결되어 있나요?,한성대학교의 미래관 3층과 상상관 2층은 구름다리로 연결되어 있습니다. 이를 통해 두 건물 간에 빠르게 이동할 수 있습니다.
./data/hansung_data/history.txt,한성대학교의 상징동물은 무엇인가요?,한성대학교의 상징동물은 거북입니다. 이는 진리와 지혜를 상징합니다.
./data/hansung_data/history.txt,한성대학교의 설립자는 누구인가요?,한성대학교의 설립자는 우촌 김의형입니다.
./data/hansung_data/history.txt,한성대학교의 교표는 언제 처음 만들어졌나요?,한성대학교의 교표는 2007년 개교 35주년을 기념하여 처음 만들어졌습니다.
./data/hansung_data/history.txt,한성대학교의 공식 마스코트 이름은 무엇인가요?,"한성대학교의 공식 마스코트 이름은 ""상상부기""입니다."
./data/hansung_data/history.txt,한성대학교의 목표로 삼는 인재상은 무엇인가요?,"한성대학교의 인재상은 창의적 전문인, 포용적 사회인, 열린 세계인입니다."
./data/hansung_data/history.txt,한성대학교의 교가를 작사한 사람은 누구인가요?,"한성대학교의 교가는 정연길이 작사하고, 이영조가 작곡했습니다."
